Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,cluster,Sales_Level
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Apparel,70.0,300,21000,6300.0,Outlet,1,Low
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,300,19500,6825.0,Outlet,1,Low
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,300,19500,4875.0,Outlet,1,Low
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,19500,3900.0,Outlet,1,Low
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,60.0,300,18000,4500.0,Outlet,1,Low
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Apparel,70.0,300,21000,8400.0,Outlet,1,Low
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,300,16500,4950.0,Outlet,0,High
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Apparel,85.0,300,25500,11475.0,In-store,1,Low
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,60.0,300,18000,5400.0,In-store,1,Low
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Apparel,55.0,300,16500,7425.0,In-store,0,High
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Apparel,50.0,300,15000,4500.0,In-store,0,High
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,65.0,300,19500,5850.0,In-store,1,Low
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Apparel,55.0,300,16500,6600.0,In-store,0,High
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,300,10500,3675.0,In-store,0,High
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,35.0,300,10500,3675.0,In-store,0,High
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,45.0,300,13500,4725.0,In-store,0,High
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Apparel,40.0,300,12000,4200.0,In-store,0,High
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Apparel,40.0,300,12000,4200.0,In-store,0,High
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Apparel,50.0,300,15000,4500.0,In-store,0,High
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Apparel,65.0,300,19500,5850.0,In-store,1,Low
West Gear,1128299,10/24/2021,West,Oregon,Portland,Men's Apparel,55.0,300,16500,6600.0,In-store,0,High
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,300,16500,6600.0,In-store,0,High
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Apparel,70.0,300,21000,7350.0,Online,1,Low
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Street Footwear,45.0,300,13500,5400.0,Online,0,High
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Apparel,40.0,300,12000,4200.0,Online,0,High
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.0,300,16500,6600.0,Online,0,High
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50.0,300,15000,5250.0,Online,0,High
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,300,13500,4725.0,Online,0,High
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,55.0,300,16500,4950.0,Online,0,High
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,300,16500,5775.0,Online,0,High
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60.0,300,18000,5400.0,Online,1,Low
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,300,12000,4800.0,Online,0,High
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.0,300,16500,5775.0,Online,0,High
Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,300,12000,4200.0,Online,0,High
Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Women's Apparel,40.0,300,12000,4800.0,Online,0,High
Amazon,1185732,2/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,40.0,300,12000,4800.0,Online,0,High
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,300,10500,4200.0,Online,0,High
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.0,300,12000,4200.0,Online,0,High
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.0,300,12000,4800.0,Online,0,High
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,300,16500,5775.0,Online,0,High
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,50.0,300,15000,5250.0,Online,0,High
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.0,300,16500,6600.0,Online,0,High
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,40.0,300,12000,4200.0,Online,0,High
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,45.0,300,13500,4725.0,Online,0,High
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,300,12000,4200.0,Online,0,High
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.0,300,18000,6300.0,Online,1,Low
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Apparel,70.0,300,21000,7350.0,Online,1,Low
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300,13500,4050.0,Online,0,High
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300,13500,4050.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,300,15000,4500.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.0,300,19500,7800.0,Online,1,Low
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300,13500,4050.0,In-store,0,High
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300,13500,4050.0,In-store,0,High
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50.0,300,15000,4500.0,In-store,0,High
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,65.0,300,19500,7800.0,In-store,1,Low
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300,13500,4725.0,In-store,0,High
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300,13500,4725.0,In-store,0,High
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,300,15000,6000.0,In-store,0,High
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.0,300,13500,4725.0,In-store,0,High
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.0,300,13500,4725.0,In-store,0,High
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.0,300,10500,3675.0,In-store,0,High
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,65.0,300,19500,7800.0,In-store,1,Low
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50.0,300,15000,4500.0,In-store,0,High
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.0,300,10500,4200.0,In-store,0,High
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.0,300,10500,4200.0,In-store,0,High
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50.0,300,15000,6000.0,In-store,0,High
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,45.0,300,13500,5400.0,In-store,0,High
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,50.0,300,15000,5250.0,In-store,0,High
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,60.0,300,18000,5400.0,In-store,1,Low
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.0,300,10500,4200.0,In-store,0,High
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Apparel,35.0,300,10500,4200.0,In-store,0,High
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40.0,300,12000,4800.0,In-store,0,High
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,300,10500,4200.0,In-store,0,High
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,60.0,300,18000,7200.0,In-store,1,Low
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,45.0,300,13500,5400.0,In-store,0,High
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,40.0,300,12000,4800.0,In-store,0,High
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,40.0,300,12000,4800.0,In-store,0,High
Foot Locker,1185732,10/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,50.0,300,15000,6000.0,In-store,0,High
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,65.0,300,19500,7800.0,In-store,1,Low
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,55.0,300,16500,4950.0,In-store,0,High
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,55.0,300,16500,4950.0,In-store,0,High
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Women's Apparel,40.0,300,12000,4800.0,In-store,0,High
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,300,13500,5400.0,In-store,0,High
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,300,13500,5400.0,In-store,0,High
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,55.0,300,16500,4950.0,In-store,0,High
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,300,13500,5400.0,In-store,0,High
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,300,18000,7200.0,In-store,1,Low
Foot Locker,1185732,10/15/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.0,300,16500,5775.0,In-store,0,High
Kohl's,1185732,10/15/2021,Northeast,Delaware,Wilmington,Women's Apparel,70.0,300,21000,8400.0,In-store,1,Low
Kohl's,1185732,11/14/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.0,300,16500,6600.0,In-store,0,High
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300,12000,4800.0,In-store,0,High
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300,12000,4800.0,In-store,0,High
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,300,12000,4800.0,In-store,0,High
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Women's Apparel,40.0,300,12000,4200.0,In-store,0,High
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,40.0,300,12000,4200.0,In-store,0,High
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,300,13500,4050.0,In-store,0,High
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,55.0,300,16500,4950.0,In-store,0,High
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,300,15000,6000.0,In-store,0,High
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,300,16500,6600.0,In-store,0,High
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,300,16500,4950.0,In-store,0,High
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,65.0,300,19500,5850.0,In-store,1,Low
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300,16500,6600.0,In-store,0,High
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,300,13500,4725.0,In-store,0,High
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300,16500,6600.0,In-store,0,High
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,300,15000,5250.0,In-store,0,High
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,300,10500,2625.0,In-store,0,High
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,300,16500,4950.0,In-store,0,High
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,300,16500,4125.0,In-store,0,High
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,65.0,300,19500,4875.0,In-store,1,Low
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Apparel,45.0,300,13500,5400.0,In-store,0,High
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,300,15000,5250.0,In-store,0,High
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,15000,5250.0,In-store,0,High
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Apparel,60.0,300,18000,6300.0,In-store,1,Low
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,15000,5250.0,In-store,0,High
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Apparel,65.0,300,19500,7800.0,In-store,1,Low
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,300,18000,8100.0,In-store,1,Low
West Gear,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Apparel,75.0,300,22500,9000.0,In-store,1,Low
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,300,18000,6300.0,In-store,1,Low
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,300,12000,3600.0,In-store,0,High
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.0,300,12000,3600.0,In-store,0,High
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,300,15000,5250.0,In-store,0,High
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,300,18000,7200.0,In-store,1,Low
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,300,19500,5850.0,In-store,1,Low
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,300,19500,7800.0,Outlet,1,Low
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,300,24000,8400.0,Outlet,1,Low
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,300,22500,6750.0,Outlet,1,Low
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,300,16500,5775.0,Outlet,0,High
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,300,13500,3375.0,Outlet,0,High
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,300,16500,4950.0,Outlet,0,High
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,295,10325,4130.0,In-store,0,High
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,295,16225,4868.0,In-store,0,High
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,55.0,295,16225,4056.0,In-store,0,High
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,12375,4331.0,Outlet,0,High
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,35.0,275,9625,3369.0,Outlet,0,High
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,12375,6188.0,Outlet,0,High
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,12375,6188.0,Outlet,0,High
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,275,13750,4125.0,Outlet,0,High
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,275,16500,5775.0,Outlet,1,Low
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.0,275,20625,6188.0,Outlet,1,Low
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,45.0,275,12375,4331.0,Outlet,0,High
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,40.0,275,11000,3300.0,In-store,0,High
West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,40.0,275,11000,3300.0,In-store,0,High
West Gear,1128299,4/5/2020,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,16500,4950.0,In-store,1,Low
West Gear,1128299,4/11/2020,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,16500,7425.0,In-store,1,Low
Foot Locker,1185732,12/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.0,275,12375,3713.0,Outlet,0,High
Foot Locker,1185732,12/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60.0,275,16500,7425.0,Outlet,1,Low
Kohl's,1189833,1/1/2021,Midwest,Montana,Billings,Men's Apparel,50.0,275,13750,8250.0,Outlet,0,High
Sports Direct,1197831,3/20/2021,South,Tennessee,Knoxville,Men's Apparel,40.0,275,11000,3300.0,Outlet,0,High
Sports Direct,1197831,3/26/2021,South,Tennessee,Knoxville,Men's Apparel,40.0,275,11000,3850.0,Outlet,0,High
Foot Locker,1185732,7/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45.0,275,12375,4331.0,Outlet,0,High
Foot Locker,1185732,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.0,275,12375,6188.0,Outlet,0,High
Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,60.0,275,16500,6600.0,Outlet,1,Low
Amazon,1185732,11/12/2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,275,13750,4813.0,Outlet,0,High
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Athletic Footwear,55.0,275,15125,5294.0,Outlet,0,High
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,12375,3094.0,Outlet,0,High
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,12375,3094.0,Outlet,0,High
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Women's Apparel,55.0,275,15125,4538.0,Outlet,0,High
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,275,16500,5775.0,Outlet,1,Low
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Apparel,65.0,275,17875,4469.0,Outlet,1,Low
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,275,17875,6256.0,Outlet,1,Low
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Women's Apparel,80.0,275,22000,6600.0,Outlet,1,Low
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Apparel,75.0,275,20625,5156.0,Outlet,1,Low
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781.0,Outlet,0,High
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781.0,Outlet,0,High
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55.0,275,15125,3781.0,Outlet,0,High
Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275,13750,4125.0,Outlet,0,High
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275,13750,4125.0,Outlet,0,High
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Apparel,70.0,275,19250,3850.0,In-store,1,Low
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,275,16500,5775.0,In-store,1,Low
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,275,13750,4813.0,In-store,0,High
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Apparel,35.0,275,9625,3369.0,In-store,0,High
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Athletic Footwear,60.0,275,16500,5775.0,In-store,1,Low
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Athletic Footwear,50.0,275,13750,4813.0,In-store,0,High
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.0,275,11000,4400.0,In-store,0,High
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Apparel,55.0,275,15125,6806.0,Online,0,High
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,35.0,275,9625,2888.0,Online,0,High
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Athletic Footwear,40.0,275,11000,3850.0,Online,0,High
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,55.0,275,15125,4538.0,Online,0,High
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,50.0,275,13750,4125.0,Online,0,High
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,275,12375,4331.0,Online,0,High
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,275,15125,5294.0,Online,0,High
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,275,13750,5500.0,Online,0,High
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.0,275,15125,5294.0,Online,0,High
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,15125,6050.0,Online,0,High
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35.0,275,9625,3369.0,Online,0,High
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,11000,4400.0,Online,0,High
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,11000,4400.0,Online,0,High
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Apparel,50.0,275,13750,5500.0,Online,0,High
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,275,12375,4331.0,Online,0,High
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,15125,6050.0,Online,0,High
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.0,275,11000,3850.0,Online,0,High
Foot Locker,1185732,11/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,70.0,275,19250,7700.0,Online,1,Low
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,55.0,275,15125,6050.0,Online,0,High
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Apparel,35.0,275,9625,3369.0,Online,0,High
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.0,275,9625,3850.0,Online,0,High
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,75.0,275,20625,7219.0,Online,1,Low
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,11000,3850.0,Online,0,High
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,275,11000,3850.0,Online,0,High
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Apparel,55.0,275,15125,5294.0,Online,0,High
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Apparel,50.0,275,13750,4813.0,Online,0,High
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.0,275,15125,5294.0,Online,0,High
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,11000,3300.0,Online,0,High
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Apparel,40.0,275,11000,4400.0,Online,0,High
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,9625,3850.0,Online,0,High
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,275,11000,3300.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,275,9625,2888.0,Online,0,High
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,9625,3850.0,Online,0,High
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.0,275,9625,2888.0,In-store,0,High
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,50.0,275,13750,5500.0,In-store,0,High
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.0,275,9625,3369.0,In-store,0,High
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,65.0,275,17875,7150.0,In-store,1,Low
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,50.0,275,13750,4125.0,In-store,0,High
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,50.0,275,13750,5500.0,In-store,0,High
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,50.0,275,13750,5500.0,In-store,0,High
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.0,275,9625,3369.0,In-store,0,High
