InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22062,West Gear,West,Colorado,Denver,Men's Athletic Footwear,50,450,22500,5625,In-store,Low,21915
22063,West Gear,West,Colorado,Denver,Women's Street Footwear,50,450,22500,5625,In-store,Low,21915
22068,West Gear,West,Washington,Seattle,Men's Athletic Footwear,50,450,22500,5625,In-store,Low,21915
22069,West Gear,West,Washington,Seattle,Women's Street Footwear,50,450,22500,5625,In-store,Low,21915
22111,West Gear,West,Washington,Seattle,Women's Street Footwear,70,450,31500,7875,In-store,Low,21915
22114,West Gear,West,Washington,Seattle,Women's Apparel,65,450,29250,5850,In-store,Low,21915
22124,West Gear,West,Washington,Seattle,Women's Athletic Footwear,70,450,31500,9450,In-store,Low,21915
22253,Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,20250,7088,Outlet,Low,21915
22285,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,450,20250,9113,Outlet,Low,22281
22316,Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,18000,7200,Outlet,Low,22281
22327,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,450,20250,9113,Outlet,Low,22281
22330,Kohl's,Midwest,Montana,Billings,Women's Apparel,60,450,27000,6750,Outlet,Low,22281
22357,Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,35,450,15750,5513,Outlet,High,22281
22413,Sports Direct,South,Tennessee,Knoxville,Men's Apparel,55,450,24750,9900,Outlet,Low,22281
22487,Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,50,450,22500,9000,Outlet,Low,22281
22504,Sports Direct,South,Alabama,Birmingham,Women's Apparel,35,450,15750,8663,Outlet,High,22281
22507,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,30,450,13500,6075,Outlet,High,22281
22556,Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,20250,12150,Outlet,Low,22281
22453,Amazon,West,Alaska,Anchorage,Women's Apparel,70,450,31500,9450,Outlet,Low,22281
22448,Walmart,Southeast,Florida,Orlando,Men's Apparel,95,450,42750,8550,In-store,Low,22281
22379,West Gear,Northeast,New York,Albany,Women's Athletic Footwear,40,450,18000,5400,In-store,Low,22281
22294,Kohl's,Northeast,New York,Albany,Women's Athletic Footwear,35,450,15750,5513,In-store,High,22281
22349,Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,450,22500,6750,In-store,Low,22281
22410,Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,18000,6300,In-store,Low,22281
22335,Foot Locker,West,Wyoming,Cheyenne,Men's Street Footwear,30,450,13500,4725,In-store,High,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,50,450,22500,7875,In-store,Low,22281
22548,Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,450,24750,8663,In-store,Low,22281
22299,Sports Direct,Southeast,Virginia,Richmond,Men's Apparel,45,450,20250,8100,In-store,Low,22281
22328,Sports Direct,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,450,15750,6300,In-store,High,22281
22328,Sports Direct,Midwest,Michigan,Detroit,Men's Apparel,45,450,20250,8100,In-store,Low,22281
22354,Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,35,450,15750,6300,In-store,High,22281
22386,Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,30,450,13500,4050,In-store,High,22281
22415,Sports Direct,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,20250,7088,In-store,Low,22281
22322,West Gear,West,Utah,Salt Lake City,Women's Apparel,25,450,11250,5625,In-store,High,22281
22503,West Gear,West,Utah,Salt Lake City,Women's Street Footwear,30,450,13500,4725,In-store,High,22281
22535,West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,25,450,11250,3938,In-store,High,22281
22335,West Gear,West,Utah,Salt Lake City,Men's Street Footwear,30,450,13500,4725,In-store,High,22281
22548,West Gear,West,Oregon,Portland,Men's Street Footwear,50,450,22500,7875,In-store,Low,22281
22548,West Gear,West,Oregon,Portland,Men's Athletic Footwear,55,450,24750,8663,In-store,Low,22281
22297,West Gear,West,Oregon,Portland,Women's Apparel,45,450,20250,7088,In-store,Low,22281
22448,West Gear,South,Louisiana,New Orleans,Men's Apparel,95,450,42750,19238,Online,Low,22281
22315,Foot Locker,West,Idaho,Boise,Women's Apparel,35,450,15750,7088,Online,High,22281
22345,Foot Locker,West,Idaho,Boise,Women's Street Footwear,30,450,13500,4725,Online,High,22281
22435,West Gear,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,Online,Low,22281
22589,Sports Direct,West,Idaho,Boise,Women's Athletic Footwear,60,450,27000,13500,Online,Low,22281
22515,Foot Locker,West,Arizona,Phoenix,Women's Street Footwear,55,450,24750,8663,Online,Low,22281
22427,Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,27000,9450,Online,Low,22281
22486,Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,450,24750,8663,Online,Low,22281
22518,Kohl's,West,New Mexico,Albuquerque,Women's Apparel,75,450,33750,8438,Online,Low,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Men's Street Footwear,30,450,13500,5400,Online,High,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Men's Athletic Footwear,40,450,18000,7200,Online,Low,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Women's Street Footwear,40,450,18000,6300,Online,Low,22281
22293,Sports Direct,West,New Mexico,Albuquerque,Women's Apparel,40,450,18000,4500,Online,Low,22281
22505,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,450,24750,9900,Online,Low,22281
22505,Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,65,450,29250,10238,Online,Low,22281
22537,Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,45,450,20250,7088,Online,Low,22281
22537,Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,60,450,27000,6750,Online,Low,22281
22322,Amazon,Midwest,Ohio,Columbus,Men's Apparel,45,450,20250,7088,Online,Low,22281
22348,Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,450,13500,4725,Online,High,22281
22409,Amazon,Midwest,Ohio,Columbus,Men's Apparel,50,450,22500,7875,Online,Low,22281
22532,Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,450,11250,4500,Online,High,22281
22532,Amazon,Midwest,Ohio,Columbus,Men's Apparel,35,450,15750,5513,Online,High,22281
22416,Foot Locker,South,Mississippi,Jackson,Men's Athletic Footwear,40,450,18000,6300,Online,Low,22281
22449,Foot Locker,South,Mississippi,Jackson,Women's Athletic Footwear,45,450,20250,8100,Online,Low,22281
22449,Foot Locker,South,Mississippi,Jackson,Men's Apparel,60,450,27000,9450,Online,Low,22281
22509,Walmart,South,Mississippi,Jackson,Men's Apparel,50,450,22500,7875,Online,Low,22281
22303,Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,25,450,11250,3938,Online,High,22281
22303,Sports Direct,South,Mississippi,Jackson,Women's Apparel,25,450,11250,4500,Online,High,22281
22480,Walmart,South,Arkansas,Little Rock,Women's Street Footwear,45,450,20250,8100,Online,Low,22281
22512,Walmart,South,Arkansas,Little Rock,Women's Street Footwear,50,450,22500,9000,Online,Low,22281
22542,Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,40,450,18000,6300,Online,Low,22281
22480,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50,450,22500,7875,Online,Low,22281
22512,West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55,450,24750,8663,Online,Low,22281
22445,Kohl's,Midwest,Kansas,Wichita,Women's Apparel,60,450,27000,9450,Online,Low,22281
22505,Kohl's,Midwest,Kansas,Wichita,Women's Apparel,55,450,24750,8663,Online,Low,22281
22382,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40,450,18000,6300,Online,Low,22281
22379,Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,30,450,13500,4725,Online,High,22281
22286,Foot Locker,Midwest,North Dakota,Fargo,Men's Street Footwear,30,450,13500,4050,In-store,High,22281
22283,West Gear,Midwest,Iowa,Des Moines,Men's Street Footwear,30,450,13500,4050,In-store,High,22281
22446,Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,450,27000,10800,In-store,Low,22281
22467,Kohl's,Northeast,New Jersey,Newark,Women's Apparel,55,450,24750,9900,In-store,Low,22281
22558,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,60,450,27000,10800,In-store,Low,22281
22297,Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,40,450,18000,5400,In-store,Low,22281
22384,Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,40,450,18000,5400,In-store,Low,22281
22536,Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,55,450,24750,7425,In-store,Low,22281
22443,Amazon,Northeast,Vermont,Burlington,Women's Apparel,65,450,29250,11700,In-store,Low,22281
22478,Amazon,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet,Low,22281
22510,Amazon,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet,Low,22281
22587,Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50,445,22250,12238,Outlet,Low,22281
22359,West Gear,Northeast,Maryland,Baltimore,Men's Street Footwear,35,445,15575,6230,In-store,High,22281
22345,Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,15575,5451,In-store,High,22281
22362,Kohl's,West,California,Los Angeles,Men's Apparel,50,425,21250,11688,Outlet,Low,22281
22381,Kohl's,West,California,Los Angeles,Men's Apparel,50,425,21250,11688,Outlet,Low,22281
22485,Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,25500,10200,Outlet,Low,22281
22512,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,35,425,14875,5950,Outlet,High,22281
22524,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,30,425,12750,5738,Outlet,High,22281
22560,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,45,425,19125,9563,Outlet,Low,22281
21923,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,45,425,19125,4781,Outlet,Low,21915
21924,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,45,425,19125,7650,Outlet,Low,21915
21949,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,425,25500,10200,Outlet,Low,21915
21979,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,425,25500,8925,In-store,Low,21915
21989,West Gear,West,Nevada,Las Vegas,Men's Street Footwear,30,425,12750,4463,In-store,High,21915
21990,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,17000,3400,In-store,High,21915
21991,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,40,425,17000,5950,In-store,High,21915
21996,West Gear,West,Colorado,Denver,Men's Athletic Footwear,40,425,17000,3400,In-store,High,21915
21997,West Gear,West,Colorado,Denver,Women's Street Footwear,40,425,17000,5950,In-store,High,21915
22042,West Gear,West,Colorado,Denver,Women's Apparel,70,425,29750,5950,In-store,Low,21915
22051,West Gear,West,Colorado,Denver,Women's Street Footwear,55,425,23375,9350,In-store,Low,21915
22059,West Gear,West,Colorado,Denver,Men's Apparel,75,425,31875,17531,In-store,Low,21915
22072,West Gear,West,Washington,Seattle,Women's Apparel,50,425,21250,4250,In-store,Low,21915
22074,West Gear,West,Washington,Seattle,Men's Athletic Footwear,60,425,25500,6375,In-store,Low,21915
22075,West Gear,West,Washington,Seattle,Women's Street Footwear,65,425,27625,6906,In-store,Low,21915
22113,West Gear,West,Washington,Seattle,Men's Apparel,80,425,34000,8500,In-store,Low,21915
22125,West Gear,West,Washington,Seattle,Men's Apparel,90,425,38250,9563,In-store,Low,21915
22284,Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet,Low,22281
22288,Kohl's,Midwest,Montana,Billings,Women's Apparel,45,425,19125,4781,Outlet,Low,22281
22290,Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet,Low,22281
22291,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,425,19125,8606,Outlet,Low,22281
22302,Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet,Low,22281
22303,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,425,19125,8606,Outlet,Low,22281
22310,Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,17000,6800,Outlet,High,22281
22322,Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,45,425,19125,7650,Outlet,Low,22281
22323,Kohl's,Midwest,Montana,Billings,Men's Apparel,55,425,23375,14025,Outlet,Low,22281
22339,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,40,425,17000,7650,Outlet,High,22281
22340,Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,17000,6800,Outlet,High,22281
22366,Sports Direct,South,Tennessee,Knoxville,Women's Apparel,35,425,14875,8181,Outlet,High,22281
22377,Sports Direct,South,Tennessee,Knoxville,Men's Apparel,45,425,19125,6694,Outlet,Low,22281
22421,Foot Locker,South,Tennessee,Knoxville,Men's Street Footwear,35,425,14875,5950,Outlet,High,22281
22501,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,35,425,14875,5950,Outlet,High,22281
22538,Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,50,425,21250,12750,Outlet,Low,22281
22539,Sports Direct,South,Alabama,Birmingham,Men's Apparel,55,425,23375,10519,Outlet,Low,22281
22557,Sports Direct,South,Alabama,Birmingham,Men's Apparel,50,425,21250,9563,Outlet,Low,22281
22481,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,25500,8925,Outlet,Low,22281
22513,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,25500,8925,Outlet,Low,22281
22290,Foot Locker,West,Alaska,Anchorage,Women's Apparel,45,425,19125,7650,Outlet,Low,22281
22623,Sports Direct,West,Hawaii,Honolulu,Men's Apparel,90,425,38250,5738,Outlet,Low,22281
22297,Sports Direct,West,Hawaii,Honolulu,Men's Street Footwear,40,425,17000,5100,Outlet,High,22281
22297,Sports Direct,West,Hawaii,Honolulu,Men's Athletic Footwear,50,425,21250,5313,Outlet,Low,22281
22297,Sports Direct,West,Hawaii,Honolulu,Women's Street Footwear,50,425,21250,6375,Outlet,Low,22281
22328,Sports Direct,West,Hawaii,Honolulu,Men's Athletic Footwear,50,425,21250,5313,Outlet,Low,22281
22328,Sports Direct,West,Hawaii,Honolulu,Women's Street Footwear,50,425,21250,6375,Outlet,Low,22281
22355,Sports Direct,Southeast,Florida,Orlando,Women's Street Footwear,65,425,27625,8288,Outlet,Low,22281
22418,Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,65,425,27625,6906,Outlet,Low,22281
22418,Walmart,Southeast,Florida,Orlando,Women's Street Footwear,65,425,27625,8288,Outlet,Low,22281
22347,West Gear,Northeast,New York,Albany,Women's Athletic Footwear,40,425,17000,5100,In-store,High,22281
22323,Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,14875,5206,In-store,High,22281
22381,Kohl's,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,14875,5206,In-store,High,22281
22381,Kohl's,West,Wyoming,Cheyenne,Men's Apparel,50,425,21250,6375,In-store,Low,22281
22516,Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,29750,10413,In-store,Low,22281
22516,Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,70,425,29750,11900,In-store,Low,22281
22386,Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,425,17000,6800,In-store,High,22281
22298,Foot Locker,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,425,12750,4463,In-store,High,22281
22298,Foot Locker,Midwest,Michigan,Detroit,Women's Apparel,30,425,12750,6375,In-store,High,22281
22478,Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,30,425,12750,4463,In-store,High,22281
22471,West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,25,425,10625,4250,In-store,High,22281
22471,West Gear,West,Utah,Salt Lake City,Men's Apparel,35,425,14875,5206,In-store,High,22281
22516,West Gear,West,Oregon,Portland,Women's Athletic Footwear,70,425,29750,10413,In-store,Low,22281
22516,West Gear,West,Oregon,Portland,Men's Apparel,70,425,29750,11900,In-store,Low,22281
22315,Foot Locker,South,Louisiana,New Orleans,Women's Street Footwear,35,425,14875,4463,Online,High,22281
22589,Sports Direct,West,Idaho,Boise,Men's Apparel,55,425,23375,8181,Online,Low,22281
22303,Foot Locker,West,Idaho,Boise,Men's Street Footwear,30,425,12750,4463,Online,High,22281
22303,Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,40,425,17000,6800,Online,High,22281
22303,Foot Locker,West,Idaho,Boise,Women's Street Footwear,40,425,17000,5950,Online,High,22281
22303,Foot Locker,West,Idaho,Boise,Women's Apparel,40,425,17000,4250,Online,High,22281
22483,Foot Locker,West,Arizona,Phoenix,Men's Apparel,55,425,23375,7013,Online,Low,22281
22483,Foot Locker,West,Arizona,Phoenix,Women's Apparel,70,425,29750,7438,Online,Low,22281
22547,Foot Locker,West,Arizona,Phoenix,Women's Street Footwear,45,425,19125,6694,Online,Low,22281
22547,Foot Locker,West,Arizona,Phoenix,Women's Apparel,60,425,25500,6375,Online,Low,22281
22337,Kohl's,West,Arizona,Phoenix,Men's Athletic Footwear,45,425,19125,7650,Online,Low,22281
22337,Kohl's,West,Arizona,Phoenix,Women's Street Footwear,45,425,19125,6694,Online,Low,22281
22427,Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,425,25500,10200,Online,Low,22281
22427,Kohl's,West,New Mexico,Albuquerque,Women's Apparel,75,425,31875,7969,Online,Low,22281
22457,Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,425,23375,8181,Online,Low,22281
22550,Kohl's,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,425,21250,7438,Online,Low,22281
22550,Kohl's,West,New Mexico,Albuquerque,Men's Apparel,60,425,25500,7650,Online,Low,22281
22414,Sports Direct,Southeast,Georgia,Atlanta,Women's Street Footwear,55,425,23375,8181,Online,Low,22281
22473,Sports Direct,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,425,21250,8500,Online,Low,22281
22505,Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,70,425,29750,7438,Online,Low,22281
22293,Amazon,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,425,12750,5100,Online,High,22281
22380,Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,425,12750,4463,Online,High,22281
22409,Amazon,Midwest,Ohio,Columbus,Women's Athletic Footwear,40,425,17000,6800,Online,High,22281
22482,Amazon,Southeast,Kentucky,Louisville,Women's Apparel,55,425,23375,9350,Online,Low,22281
22300,Foot Locker,Southeast,Kentucky,Louisville,Men's Apparel,40,425,17000,5950,Online,High,22281
22329,Foot Locker,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30,425,12750,4463,Online,High,22281
22355,Foot Locker,South,Mississippi,Jackson,Women's Apparel,25,425,10625,5313,Online,High,22281
22416,Foot Locker,South,Mississippi,Jackson,Women's Street Footwear,35,425,14875,5950,Online,High,22281
22419,Walmart,South,Arkansas,Little Rock,Women's Apparel,45,425,19125,7650,Online,Low,22281
22452,Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,35,425,14875,5206,Online,High,22281
22480,Walmart,South,Arkansas,Little Rock,Men's Apparel,60,425,25500,8925,Online,Low,22281
22542,Walmart,South,Arkansas,Little Rock,Women's Apparel,30,425,12750,5100,Online,High,22281
22473,Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,50,425,21250,7438,Online,Low,22281
22505,Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,55,425,23375,8181,Online,Low,22281
22448,West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40,425,17000,6800,In-store,High,22281
22448,West Gear,Northeast,West Virginia,Charleston,Women's Apparel,65,425,27625,11050,In-store,Low,22281
22509,West Gear,Northeast,West Virginia,Charleston,Women's Apparel,55,425,23375,9350,In-store,Low,22281
22304,Foot Locker,Northeast,West Virginia,Charleston,Men's Street Footwear,35,425,14875,5950,In-store,High,22281
22391,West Gear,Northeast,Maryland,Baltimore,Men's Street Footwear,35,425,14875,5950,In-store,High,22281
22543,Sports Direct,Northeast,Maryland,Baltimore,Men's Street Footwear,50,425,21250,8500,In-store,Low,22281
22474,Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,425,21250,7438,In-store,Low,22281
22506,Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,425,21250,7438,In-store,Low,22281
22561,Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,55,425,23375,8181,In-store,Low,22281
22436,Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,60,425,25500,8925,In-store,Low,22281
22588,Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,65,425,27625,11050,In-store,Low,22281
22290,Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,35,425,14875,5206,In-store,High,22281
22377,Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,35,425,14875,5206,In-store,High,22281
22529,Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,425,21250,7438,In-store,Low,22281
22474,Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,60,425,25500,7650,In-store,Low,22281
22471,Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10519,In-store,Low,22281
22503,Amazon,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,425,23375,10519,In-store,Low,22281
22417,Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10413,In-store,Low,22281
22450,Amazon,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,425,25500,10200,In-store,Low,22281
22510,Amazon,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10413,Outlet,Low,22281
22433,Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,16800,6720,Outlet,High,22281
22445,Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,45,420,18900,7560,Outlet,Low,22281
22472,Foot Locker,Midwest,Illinois,Chicago,Women's Apparel,55,400,22000,11000,Outlet,Low,22281
22491,Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,24000,9600,Outlet,Low,22281
22518,Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,35,400,14000,6300,Outlet,High,22281
22561,Sports Direct,South,Texas,Dallas,Men's Apparel,40,400,16000,5600,Outlet,High,22281
21927,West Gear,West,Nevada,Las Vegas,Women's Apparel,45,400,18000,3600,Outlet,Low,21915
21929,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,55,400,22000,5500,Outlet,Low,21915
21930,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,55,400,22000,8800,Outlet,Low,21915
21936,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,400,26000,10400,Outlet,Low,21915
21941,West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,400,26000,7800,Outlet,Low,21915
21942,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,400,26000,11700,Outlet,Low,21915
21963,West Gear,West,Nevada,Las Vegas,Women's Apparel,80,400,32000,6400,In-store,Low,21915
21967,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,24000,7200,In-store,Low,21915
21968,West Gear,West,Nevada,Las Vegas,Men's Apparel,70,400,28000,14000,In-store,Low,21915
21980,West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,24000,7200,In-store,Low,21915
21987,West Gear,West,Nevada,Las Vegas,Men's Apparel,70,400,28000,14000,In-store,Low,21915
22000,West Gear,West,Colorado,Denver,Women's Apparel,40,400,16000,2400,In-store,High,21915
22002,West Gear,West,Colorado,Denver,Men's Athletic Footwear,50,400,20000,4000,In-store,Low,21915
22003,West Gear,West,Colorado,Denver,Women's Street Footwear,55,400,22000,7700,In-store,Low,21915
22036,West Gear,West,Colorado,Denver,Women's Apparel,80,400,32000,8000,In-store,Low,21915
22040,West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,400,26000,9100,In-store,Low,21915
22041,West Gear,West,Colorado,Denver,Men's Apparel,75,400,30000,16500,In-store,Low,21915
22052,West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,400,26000,9100,In-store,Low,21915
22081,West Gear,West,Washington,Seattle,Women's Street Footwear,75,400,30000,7500,In-store,Low,21915
22086,West Gear,West,Washington,Seattle,Men's Athletic Footwear,65,400,26000,6500,In-store,Low,21915
22087,West Gear,West,Washington,Seattle,Women's Street Footwear,65,400,26000,6500,In-store,Low,21915
22108,West Gear,West,Washington,Seattle,Women's Apparel,80,400,32000,6400,In-store,Low,21915
22112,West Gear,West,Washington,Seattle,Women's Athletic Footwear,70,400,28000,8400,In-store,Low,21915
22223,Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,400,16000,5600,In-store,High,21915
22294,Kohl's,Midwest,Montana,Billings,Women's Apparel,45,400,18000,4500,Outlet,Low,22281
22297,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,400,18000,8100,Outlet,Low,22281
22306,Kohl's,Midwest,Montana,Billings,Women's Apparel,60,400,24000,6000,Outlet,Low,22281
22324,Kohl's,Midwest,Montana,Billings,Women's Apparel,60,400,24000,6000,Outlet,Low,22281
22328,Kohl's,Midwest,Montana,Billings,Women's Athletic Footwear,45,400,18000,7200,Outlet,Low,22281
22329,Kohl's,Midwest,Montana,Billings,Men's Apparel,55,400,22000,13200,Outlet,Low,22281
22333,Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,400,18000,8100,Outlet,Low,22281
22336,Kohl's,Midwest,Montana,Billings,Women's Apparel,60,400,24000,6000,Outlet,Low,22281
22347,Kohl's,Midwest,Montana,Billings,Men's Apparel,55,400,22000,13200,Outlet,Low,22281
22358,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,35,400,14000,6300,Outlet,High,22281
22370,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,25,400,10000,5000,Outlet,High,22281
22400,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,55,400,22000,12100,Outlet,Low,22281
22401,Sports Direct,South,Tennessee,Knoxville,Men's Apparel,50,400,20000,8000,Outlet,Low,22281
22451,Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,16000,6400,Outlet,High,22281
22469,Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,16000,6400,Outlet,High,22281
22510,Sports Direct,South,Alabama,Birmingham,Women's Apparel,35,400,14000,8400,Outlet,High,22281
22521,Sports Direct,South,Alabama,Birmingham,Men's Apparel,50,400,20000,8000,Outlet,Low,22281
22420,Amazon,West,Alaska,Anchorage,Women's Apparel,70,400,28000,8400,Outlet,Low,22281
22453,Amazon,West,Alaska,Anchorage,Men's Athletic Footwear,60,400,24000,8400,Outlet,Low,22281
22513,Amazon,West,Alaska,Anchorage,Women's Apparel,70,400,28000,8400,Outlet,Low,22281
22328,Sports Direct,Southeast,Florida,Orlando,Women's Apparel,50,400,20000,9000,Outlet,Low,22281
22355,Sports Direct,Southeast,Florida,Orlando,Men's Athletic Footwear,60,400,24000,6000,Outlet,Low,22281
